date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
2010-06-12,4628500.0,-20500.0,-0.441,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-06-19,4600500.0,-28000.0,-0.605,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-06-26,4583250.0,-17250.0,-0.375,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-07-03,4582250.0,-1000.0,-0.022,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-07-10,4551250.0,-31000.0,-0.677,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-07-17,4532750.0,-18500.0,-0.406,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-07-24,4544000.0,11250.0,0.248,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-07-31,4505750.0,-38250.0,-0.842,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-08-07,4504750.0,-1000.0,-0.022,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-08-14,4476500.0,-28250.0,-0.627,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-08-21,4450750.0,-25750.0,-0.575,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-08-28,4461250.0,10500.0,0.236,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-09-04,4467000.0,5750.0,0.129,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-09-11,4480750.0,13750.0,0.308,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-09-18,4487250.0,6500.0,0.145,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-09-25,4467750.0,-19500.0,-0.435,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-10-02,4444250.0,-23500.0,-0.526,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-10-09,4423250.0,-21000.0,-0.473,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-10-16,4397250.0,-26000.0,-0.588,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-10-23,4372250.0,-25000.0,-0.569,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-10-30,4352500.0,-19750.0,-0.452,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-11-06,4319250.0,-33250.0,-0.764,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-11-13,4276250.0,-43000.0,-0.996,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-11-20,4248000.0,-28250.0,-0.661,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-11-27,4195500.0,-52500.0,-1.236,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-12-04,4162250.0,-33250.0,-0.793,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-12-11,4133750.0,-28500.0,-0.685,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-12-18,4107500.0,-26250.0,-0.635,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2010-12-25,4100000.0,-7500.0,-0.183,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-01-01,4040250.0,-59750.0,-1.457,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-01-08,4001500.0,-38750.0,-0.959,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-01-15,3966750.0,-34750.0,-0.868,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-01-22,3926250.0,-40500.0,-1.021,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-01-29,3923500.0,-2750.0,-0.07,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-02-05,3928750.0,5250.0,0.134,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-02-12,3895000.0,-33750.0,-0.859,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-02-19,3868750.0,-26250.0,-0.674,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-02-26,3849250.0,-19500.0,-0.504,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-03-05,3810250.0,-39000.0,-1.013,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-03-12,3793500.0,-16750.0,-0.44,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-03-19,3776250.0,-17250.0,-0.455,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-03-26,3765500.0,-10750.0,-0.285,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-04-02,3761500.0,-4000.0,-0.106,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-04-09,3756250.0,-5250.0,-0.14,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-04-16,3747500.0,-8750.0,-0.233,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-04-23,3755000.0,7500.0,0.2,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-04-30,3774500.0,19500.0,0.519,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-05-07,3783500.0,9000.0,0.238,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-05-14,3799500.0,16000.0,0.423,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-05-21,3800250.0,750.0,0.02,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-05-28,3773750.0,-26500.0,-0.697,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-06-04,3764500.0,-9250.0,-0.245,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-06-11,3755750.0,-8750.0,-0.232,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-06-18,3744000.0,-11750.0,-0.313,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-06-25,3741750.0,-2250.0,-0.06,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-07-02,3737500.0,-4250.0,-0.114,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-07-09,3732000.0,-5500.0,-0.147,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-07-16,3727500.0,-4500.0,-0.121,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-07-23,3733000.0,5500.0,0.148,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-07-30,3718750.0,-14250.0,-0.382,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-08-06,3715000.0,-3750.0,-0.101,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-08-13,3710750.0,-4250.0,-0.114,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-08-20,3704250.0,-6500.0,-0.175,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-08-27,3716000.0,11750.0,0.317,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-09-03,3728500.0,12500.0,0.336,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-09-10,3738750.0,10250.0,0.275,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-09-17,3746750.0,8000.0,0.214,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-09-24,3742750.0,-4000.0,-0.107,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-10-01,3727250.0,-15500.0,-0.414,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-10-08,3720500.0,-6750.0,-0.181,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-10-15,3709750.0,-10750.0,-0.289,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-10-22,3707750.0,-2000.0,-0.054,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-10-29,3702750.0,-5000.0,-0.135,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-11-05,3670750.0,-32000.0,-0.864,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
2011-11-12,3663750.0,-7000.0,-0.191,CC4WSA,2020-04-08,2020-04-08,4-Week Moving Average of Continued Claims (Insured Unemployment),1967-01-28,2020-03-21,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-04-02 07:55:02-05,55,Insured unemployment is the number of people receiving unemployment benefits.
