date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes,month_year
2000-07-01,281000.0,-15000.0,-5.068,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,07-2000
2000-07-08,293000.0,12000.0,4.27,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,07-2000
2000-07-15,303000.0,10000.0,3.413,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,07-2000
2000-07-22,300000.0,-3000.0,-0.99,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,07-2000
2000-07-29,298000.0,-2000.0,-0.667,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,07-2000
2000-08-05,306000.0,8000.0,2.685,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,08-2000
2000-08-12,315000.0,9000.0,2.941,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,08-2000
2000-08-19,318000.0,3000.0,0.952,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,08-2000
2000-08-26,312000.0,-6000.0,-1.887,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,08-2000
2000-09-02,301000.0,-11000.0,-3.526,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,09-2000
2000-09-09,309000.0,8000.0,2.658,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,09-2000
2000-09-16,311000.0,2000.0,0.647,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,09-2000
2000-09-23,288000.0,-23000.0,-7.395,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,09-2000
2000-09-30,292000.0,4000.0,1.389,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,09-2000
2000-10-07,309000.0,17000.0,5.822,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,10-2000
2000-10-14,299000.0,-10000.0,-3.236,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,10-2000
2000-10-21,295000.0,-4000.0,-1.338,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,10-2000
2000-10-28,301000.0,6000.0,2.034,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,10-2000
2000-11-04,331000.0,30000.0,9.967,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,11-2000
2000-11-11,318000.0,-13000.0,-3.927,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,11-2000
2000-11-18,332000.0,14000.0,4.403,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,11-2000
2000-11-25,356000.0,24000.0,7.229,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,11-2000
2000-12-02,338000.0,-18000.0,-5.056,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,12-2000
2000-12-09,321000.0,-17000.0,-5.03,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,12-2000
2000-12-16,354000.0,33000.0,10.28,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,12-2000
2000-12-23,364000.0,10000.0,2.825,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,12-2000
2000-12-30,353000.0,-11000.0,-3.022,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,12-2000
2001-01-06,337000.0,-16000.0,-4.533,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,01-2001
2001-01-13,318000.0,-19000.0,-5.638,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,01-2001
2001-01-20,343000.0,25000.0,7.862,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,01-2001
2001-01-27,362000.0,19000.0,5.539,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,01-2001
2001-02-03,376000.0,14000.0,3.867,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,02-2001
2001-02-10,365000.0,-11000.0,-2.926,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,02-2001
2001-02-17,358000.0,-7000.0,-1.918,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,02-2001
2001-02-24,386000.0,28000.0,7.821,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,02-2001
2001-03-03,384000.0,-2000.0,-0.518,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,03-2001
2001-03-10,393000.0,9000.0,2.344,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,03-2001
2001-03-17,393000.0,0.0,0.0,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,03-2001
2001-03-24,378000.0,-15000.0,-3.817,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,03-2001
2001-03-31,388000.0,10000.0,2.646,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,03-2001
2001-04-07,398000.0,10000.0,2.577,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,04-2001
2001-04-14,383000.0,-15000.0,-3.769,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,04-2001
2001-04-21,400000.0,17000.0,4.439,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,04-2001
2001-04-28,406000.0,6000.0,1.5,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,04-2001
2001-05-05,381000.0,-25000.0,-6.158,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,05-2001
2001-05-12,390000.0,9000.0,2.362,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,05-2001
2001-05-19,402000.0,12000.0,3.077,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,05-2001
2001-05-26,405000.0,3000.0,0.746,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,05-2001
2001-06-02,406000.0,1000.0,0.247,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,06-2001
2001-06-09,411000.0,5000.0,1.232,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,06-2001
2001-06-16,394000.0,-17000.0,-4.136,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,06-2001
2001-06-23,381000.0,-13000.0,-3.299,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,06-2001
2001-06-30,394000.0,13000.0,3.412,ICSA,2020-06-18,2020-06-18,Initial Claims,1967-01-07,2020-06-13,"Weekly, Ending Saturday",W,Number,Number,Seasonally Adjusted,SA,2020-06-18 07:33:24-05,88,An initial claim is a claim filed by an unemployed individual after a separation from an employer. The claim requests a determination of basic eligibility for the Unemployment Insurance program.,06-2001
